Device_ID,Device_Type,User_ID
5330,Desktop,026769e6-e388-415b-a9b5-f11b726fd091
1421,Tablet,0280405c-4b31-4425-bd01-0ef79cba069b
840,Desktop,0298aeba-470d-43eb-be5f-5bd398b44597
1919,Smart TV,0298aeba-470d-43eb-be5f-5bd398b44597
3876,Tablet,0298aeba-470d-43eb-be5f-5bd398b44597
849,Smartphone,02c04ace-f5cc-415d-ab70-5dfdf30cf0a8
4031,Smartphone,02c04ace-f5cc-415d-ab70-5dfdf30cf0a8
6120,Tablet,02e72283-86c5-4ad6-91d9-1a3b9cd87d2b
5395,Tablet,02fdbf80-d714-40c4-911d-02982e415553
685,Smartphone,02fe8a7f-a6de-4fb7-9596-5d04c06cc433
2500,Desktop,02fe8a7f-a6de-4fb7-9596-5d04c06cc433
1201,Tablet,030e481d-819f-4789-9625-3c6e9083ecd4
1244,Tablet,031395ef-1d9e-434a-a085-d7bf024a2f9a
4692,Laptop,03144d19-5e83-4bfd-b289-1fc508f8a5a6
5539,Laptop,031dd485-e47d-48de-b971-b5fdba99f8bd
1635,Desktop,036934aa-e5d5-40ff-afad-a02a17de3827
3334,Smartphone,036934aa-e5d5-40ff-afad-a02a17de3827
5012,Laptop,037398f9-9ca9-4f2f-9909-4dc37b874fc9
5262,Desktop,037398f9-9ca9-4f2f-9909-4dc37b874fc9
3297,Smart TV,03925af7-83ab-43b5-b60c-2a8a71087f49
248,Laptop,03afd5d8-9978-4f16-86c8-a7e1ab9b66cf
760,Tablet,03b3b371-f20d-4fde-b6db-cb2836ae03b2
996,Desktop,03ca4e81-2df9-4e91-8501-6a0860457700
4078,Desktop,03f22469-a456-4db6-b4f1-5dbd27a01046
6105,Desktop,03f22469-a456-4db6-b4f1-5dbd27a01046
4363,Smartphone,03fecb85-1257-4a8e-8472-d0404266cae5
4897,Desktop,03fecb85-1257-4a8e-8472-d0404266cae5
3595,Desktop,040d7a34-f079-47cb-9820-f2e30ebf55b9
4007,Laptop,040d7a34-f079-47cb-9820-f2e30ebf55b9
4816,Laptop,0415d94b-e2a1-448f-92a9-ea2f3b301434
1747,Tablet,041f0558-59aa-4cd0-847b-ac941d197529
1793,Tablet,041f0558-59aa-4cd0-847b-ac941d197529
782,Smart TV,042807a8-9d1e-4aba-9e19-b51b9e9a96ca
1439,Smartphone,04306208-d89e-4d54-bb8c-6f3d86130683
5205,Smart TV,043e8bf5-bdef-4396-9dee-433a5e9e521e
690,Desktop,04426988-e656-4432-81b0-98bf36564316
385,Desktop,0447ff52-02c1-47de-92a3-4a877e0ec11d
1229,Laptop,0447ff52-02c1-47de-92a3-4a877e0ec11d
1982,Laptop,045d33d8-3fa4-4686-8187-e385427e99c6
4135,Smartphone,045d33d8-3fa4-4686-8187-e385427e99c6
3861,Tablet,0475827b-8b30-4c3b-a65a-e05339b3847d
5137,Laptop,0475827b-8b30-4c3b-a65a-e05339b3847d
1326,Smart TV,04894cab-d26e-4441-a6f8-58d236b70e00
3563,Smart TV,04894cab-d26e-4441-a6f8-58d236b70e00
64,Tablet,049203d9-1075-44ad-81ab-b61de5496158
351,Smart TV,049203d9-1075-44ad-81ab-b61de5496158
2242,Desktop,049203d9-1075-44ad-81ab-b61de5496158
4245,Smartphone,04a89262-e97f-4326-aa1f-0a93f1b103ea
5906,Smart TV,04a89262-e97f-4326-aa1f-0a93f1b103ea
545,Desktop,04b74ada-3f9c-4ad2-90b6-7d49a0720e0d
5040,Tablet,04b74ada-3f9c-4ad2-90b6-7d49a0720e0d
5982,Smart TV,04b74ada-3f9c-4ad2-90b6-7d49a0720e0d
1780,Smart TV,04d9844a-3be3-4d1d-8bbf-f2fff59a32bb
1297,Tablet,04dff43c-d9d0-4266-9309-d27763a9f208
311,Smart TV,04f6e52e-8b26-4c44-ba55-5663043aad5a
2645,Smartphone,04f6e52e-8b26-4c44-ba55-5663043aad5a
4057,Tablet,04f6e52e-8b26-4c44-ba55-5663043aad5a
3153,Smart TV,054b6bb7-d8a3-4f32-ac82-2132506321b8
3535,Smartphone,054b6bb7-d8a3-4f32-ac82-2132506321b8
6153,Laptop,054b6bb7-d8a3-4f32-ac82-2132506321b8
1640,Laptop,054d21a6-71a7-4e2a-a889-da61fab29c12
4005,Smart TV,054d21a6-71a7-4e2a-a889-da61fab29c12
128,Desktop,0552b474-5b01-4a2e-b1f0-a85bb297aae2
732,Desktop,0552b474-5b01-4a2e-b1f0-a85bb297aae2
3237,Smartphone,0552b474-5b01-4a2e-b1f0-a85bb297aae2
192,Laptop,056349e7-faf0-4090-92ac-b0679208b248
2504,Smartphone,056349e7-faf0-4090-92ac-b0679208b248
3945,Tablet,056349e7-faf0-4090-92ac-b0679208b248
2542,Laptop,05778e3d-383d-4c28-bfa2-d7cc8fbbc54f
3645,Desktop,05778e3d-383d-4c28-bfa2-d7cc8fbbc54f
3982,Desktop,05778e3d-383d-4c28-bfa2-d7cc8fbbc54f
1036,Desktop,058638d6-64d9-4769-8831-baca6f791d4d
4376,Laptop,058638d6-64d9-4769-8831-baca6f791d4d
680,Smart TV,0590d0fc-b3ca-490c-abec-ca7a96d5b10a
1850,Smart TV,0590d0fc-b3ca-490c-abec-ca7a96d5b10a
6157,Tablet,0590d0fc-b3ca-490c-abec-ca7a96d5b10a
830,Smartphone,05a9d40c-4744-4034-9889-befaa815f08d
3063,Desktop,05a9d40c-4744-4034-9889-befaa815f08d
4992,Tablet,05a9d40c-4744-4034-9889-befaa815f08d
105,Smartphone,05abd77e-c519-4549-8d6d-904c78da31c7
5689,Smartphone,05abd77e-c519-4549-8d6d-904c78da31c7
726,Smartphone,060e34d6-8fdd-4206-9cad-7f12121e95d6
188,Smart TV,06135006-df65-42b3-aa74-4551dda9d970
819,Smartphone,061fa565-a365-4140-bb1d-823aa033607d
2133,Desktop,061fa565-a365-4140-bb1d-823aa033607d
1504,Laptop,06373a96-2fa9-46c8-83f0-d13deb90badd
352,Smartphone,06378895-793f-403c-bffc-7225ea96c6d0
373,Desktop,06378895-793f-403c-bffc-7225ea96c6d0
4223,Smart TV,06378895-793f-403c-bffc-7225ea96c6d0
1232,Smart TV,063c3c57-ea7e-42d2-ba7c-f0d35896e2da
3538,Desktop,063c3c57-ea7e-42d2-ba7c-f0d35896e2da
4394,Smartphone,063c3c57-ea7e-42d2-ba7c-f0d35896e2da
2744,Smartphone,0652d654-25d7-4ad4-8d2a-ad9543a3a1f7
966,Smart TV,065638fd-a99c-49d9-bfa9-6810b603fdb8
2685,Desktop,065638fd-a99c-49d9-bfa9-6810b603fdb8
3173,Tablet,065638fd-a99c-49d9-bfa9-6810b603fdb8
4751,Smart TV,06598792-4c05-499c-8d0d-f40655e8ce62
3059,Smartphone,065d7851-5a27-47bd-8c85-e8a805713d0b
1986,Smart TV,066ed4fe-cb4f-4e65-b5a7-7e767e77ed8b
5498,Smartphone,06721401-74ca-4e06-a3cc-1dce6304f9eb
2016,Smart TV,068b9192-f8a9-453f-81fb-3e20440ac862
5910,Smartphone,068b9192-f8a9-453f-81fb-3e20440ac862
522,Tablet,06b6ef03-26c8-4887-9515-6941f1ebbb3a
3435,Smart TV,06b6ef03-26c8-4887-9515-6941f1ebbb3a
30,Tablet,06baf66d-5b3b-4d63-8e90-ac76a7d45ff5
376,Desktop,06baf66d-5b3b-4d63-8e90-ac76a7d45ff5
3306,Laptop,06bd2377-909d-499a-a89c-07ade5b11f26
3476,Smartphone,06bd2377-909d-499a-a89c-07ade5b11f26
3726,Smart TV,06bd2377-909d-499a-a89c-07ade5b11f26
980,Tablet,06cbaf63-0842-42e5-b75a-d0fe5b7bdb9e
4507,Laptop,06cbaf63-0842-42e5-b75a-d0fe5b7bdb9e
4922,Desktop,06cbaf63-0842-42e5-b75a-d0fe5b7bdb9e
3284,Smartphone,06d453bf-7b4e-4fc4-a7ad-b57d12b29e8e
4328,Desktop,06d453bf-7b4e-4fc4-a7ad-b57d12b29e8e
5879,Smart TV,06d453bf-7b4e-4fc4-a7ad-b57d12b29e8e
757,Desktop,06d62f0f-0a02-4fdf-9265-4929e04195a6
1013,Smartphone,06d62f0f-0a02-4fdf-9265-4929e04195a6
1988,Desktop,06f4a4bc-ed93-4019-9c43-d40054a1e100
3665,Smart TV,06fac4ef-6b82-4d97-9f33-70d16da8f29e
628,Smartphone,07006561-e905-4b43-b026-3c7fe5a8c709
1914,Laptop,07006561-e905-4b43-b026-3c7fe5a8c709
4733,Smartphone,0705dd1c-a48b-4dd8-a8b5-f4910a4cd021
3066,Laptop,07251c57-bc89-4b5f-8080-79d2687072ee
3190,Smart TV,07251c57-bc89-4b5f-8080-79d2687072ee
5369,Tablet,07259bea-8277-4ddb-9cd2-8da8c3a3bf09
4484,Smartphone,072f7865-65fb-477e-b222-8fec549b931a
5636,Smartphone,072f7865-65fb-477e-b222-8fec549b931a
5726,Tablet,072f7865-65fb-477e-b222-8fec549b931a
2602,Smartphone,0743b75b-e5aa-45d0-b69d-6f1c32ff9c33
4303,Smartphone,0743b75b-e5aa-45d0-b69d-6f1c32ff9c33
3711,Smartphone,0743c723-b7ff-4c95-8cf9-db7de9fdcc75
5802,Tablet,0743c723-b7ff-4c95-8cf9-db7de9fdcc75
429,Smart TV,0757ba66-0c93-4022-bd64-45f352598b70
4063,Tablet,0757ba66-0c93-4022-bd64-45f352598b70
4347,Smart TV,075cc803-05ed-4187-9acd-cf3230b581e7
5016,Smart TV,075cc803-05ed-4187-9acd-cf3230b581e7
1611,Desktop,0764c83c-417c-4885-985d-2e40294294f8
2571,Smart TV,0764c83c-417c-4885-985d-2e40294294f8
4162,Smart TV,0764c83c-417c-4885-985d-2e40294294f8
1179,Smart TV,076b03f1-fd5b-4abe-b22e-cf3b4fdad381
3343,Tablet,076b03f1-fd5b-4abe-b22e-cf3b4fdad381
3205,Laptop,078a3490-523e-481d-8298-a2a8bc8df307
5197,Laptop,079178e1-86e7-4568-ba0f-9f0c240517ae
5886,Laptop,07c1ddb7-65ad-4e3d-9e8a-5f2f271b2bce
6054,Tablet,07ef3f46-163f-4d6d-97d1-3066944f1b78
1006,Tablet,081744bd-2786-4cc6-86d2-f95226d7fcac
5741,Laptop,08474a42-fdc4-4cdd-9fe0-4cee5f509e74
2402,Smart TV,08560da1-2f9a-463e-952a-75908062b905
5298,Smart TV,08611ce0-ba44-49bb-93d8-b5fc359a91e5
5968,Smart TV,08611ce0-ba44-49bb-93d8-b5fc359a91e5
2802,Desktop,08640bdc-a31f-4744-894f-0777af43f1b7
3585,Tablet,08640bdc-a31f-4744-894f-0777af43f1b7
5970,Smart TV,08640bdc-a31f-4744-894f-0777af43f1b7
959,Tablet,08787fd5-e84f-4008-b57c-00e4a1099f69
240,Smartphone,08bad521-46b8-4f22-8025-ba32df1d027a
423,Desktop,08bad521-46b8-4f22-8025-ba32df1d027a
1758,Smart TV,08bad521-46b8-4f22-8025-ba32df1d027a
1014,Tablet,08bc7231-cea9-45d3-8b70-3f4220c2a694
4051,Smart TV,08bc7231-cea9-45d3-8b70-3f4220c2a694
1613,Smartphone,08ddce12-0fe2-4f7a-96db-2214be0e821e
3315,Smartphone,08ddce12-0fe2-4f7a-96db-2214be0e821e
2840,Smart TV,08eb14f0-96ce-49cd-993a-2e8b7f7f51b4
1183,Laptop,08f68949-ded1-4295-9533-e240884e87f3
4207,Smartphone,08f7bc74-ab83-4eed-9b1f-6d699af31637
5705,Desktop,08f7bc74-ab83-4eed-9b1f-6d699af31637
3995,Smart TV,090b2815-938f-4fbc-9c9c-4274483b97bb
5733,Smart TV,090b2815-938f-4fbc-9c9c-4274483b97bb
5788,Smart TV,090b2815-938f-4fbc-9c9c-4274483b97bb
1276,Tablet,090db319-3785-416e-8f24-34834e83f21a
4979,Tablet,090db319-3785-416e-8f24-34834e83f21a
4486,Laptop,091d7b32-5e95-40ea-ac08-0f0f5143ec8c
1890,Smart TV,09316115-268f-4494-b1de-ff75ca4b03bd
731,Tablet,0939bee2-9008-4cd2-a450-f01052c775ab
4077,Tablet,0939bee2-9008-4cd2-a450-f01052c775ab
5030,Desktop,0939bee2-9008-4cd2-a450-f01052c775ab
5234,Laptop,0939bee2-9008-4cd2-a450-f01052c775ab
1634,Desktop,09660641-be11-4ff2-9a00-fd19177b699d
3646,Smartphone,097b167b-c843-45c9-abec-c04707a8b7fb
5972,Smartphone,097b167b-c843-45c9-abec-c04707a8b7fb
4441,Tablet,09a0d42d-e2e9-4bc7-b33a-e54c60962994
4893,Desktop,09a0d42d-e2e9-4bc7-b33a-e54c60962994
6006,Tablet,09a8db24-bd7e-489b-8e91-3ec88cc8091a
5948,Laptop,09b3290c-336b-4d1b-b8ff-5619f18ce94e
6086,Laptop,09b3290c-336b-4d1b-b8ff-5619f18ce94e
5003,Smart TV,09be352b-1772-4a96-b9b8-58633963dd5e
5004,Tablet,09be352b-1772-4a96-b9b8-58633963dd5e
2061,Smartphone,09e42fa6-3ba1-4b55-b58a-13f137fe478d
1210,Desktop,09faa133-4ec5-4801-abb6-7bed7d21b098
2007,Desktop,09faa133-4ec5-4801-abb6-7bed7d21b098
206,Desktop,0a279c25-9ee8-4985-b75f-2d0dbd1278ea
3823,Smart TV,0a279c25-9ee8-4985-b75f-2d0dbd1278ea
691,Smart TV,0a2dbd49-95ef-47df-abff-b5f72f89610a
2098,Tablet,0a2dbd49-95ef-47df-abff-b5f72f89610a
941,Smart TV,0a37f32f-7f68-425d-b369-f969d3a57f55
1262,Smartphone,0a37f32f-7f68-425d-b369-f969d3a57f55
4045,Smart TV,0a37f32f-7f68-425d-b369-f969d3a57f55
4082,Smartphone,0a37f32f-7f68-425d-b369-f969d3a57f55
5613,Desktop,0a37f32f-7f68-425d-b369-f969d3a57f55
129,Tablet,0a3dc1a8-0ade-4bf9-afaa-e931ca6c5629
3261,Desktop,0a3dc1a8-0ade-4bf9-afaa-e931ca6c5629
5377,Smart TV,0a3dc1a8-0ade-4bf9-afaa-e931ca6c5629
1019,Smart TV,0a3efc8c-ea3b-4439-9d54-a24c32d31ec9
4755,Tablet,0a3efc8c-ea3b-4439-9d54-a24c32d31ec9
999,Smart TV,0a534f38-9b45-4855-86e8-4a869dc83ea8
2186,Smart TV,0a534f38-9b45-4855-86e8-4a869dc83ea8
4185,Smartphone,0a5369f7-82fe-46a4-9633-da909b803947
4261,Desktop,0a5369f7-82fe-46a4-9633-da909b803947
649,Desktop,0a59f291-eb55-47d4-a1a5-92f0850f5f5b
5944,Smart TV,0a59f291-eb55-47d4-a1a5-92f0850f5f5b
3750,Smartphone,0a5b0162-c67a-4e96-ade3-35c85c06b3fe
4955,Tablet,0a68bef6-0881-4638-86cc-29f16a5ca3b1
3504,Tablet,0a71c690-807f-4280-8cdd-f29aeb771ccc
4938,Desktop,0a71c690-807f-4280-8cdd-f29aeb771ccc
2894,Smartphone,0a7894d0-250c-4146-aad5-3546df688762
4562,Smart TV,0a7894d0-250c-4146-aad5-3546df688762
1935,Smartphone,0a86cdf7-8aaf-45d6-8519-050e693dcca2
2813,Smart TV,0a86cdf7-8aaf-45d6-8519-050e693dcca2
1689,Smartphone,0aa24a80-edf0-4c91-b40f-cbf57877ea7b
3552,Smartphone,0aa24a80-edf0-4c91-b40f-cbf57877ea7b
4482,Tablet,0aa24a80-edf0-4c91-b40f-cbf57877ea7b
5645,Tablet,0aa24a80-edf0-4c91-b40f-cbf57877ea7b
3462,Smart TV,0aceb91f-603d-418d-8659-1c849b5698d9
1864,Tablet,0b0b1454-1aa7-4b52-a55b-6da43d6d1282
2148,Laptop,0b14381b-512f-4e5a-93ac-19e5f03fd45d
2384,Smartphone,0b14381b-512f-4e5a-93ac-19e5f03fd45d
3836,Laptop,0b22ac4a-62df-485e-8396-7663806a9601
4684,Smart TV,0b22ac4a-62df-485e-8396-7663806a9601
5188,Tablet,0b251e35-1371-4b20-be04-58cd016ee019
3791,Smartphone,0b292119-dd7c-4816-a547-2d84d04497d0
4533,Desktop,0b292119-dd7c-4816-a547-2d84d04497d0
5451,Desktop,0b29ef59-3dc9-41a2-b747-4d377dbde77d
114,Smart TV,0b349da5-fda0-43a1-955a-52f00f64f5ea
2583,Smart TV,0b349da5-fda0-43a1-955a-52f00f64f5ea
3310,Smart TV,0b349da5-fda0-43a1-955a-52f00f64f5ea
4454,Tablet,0b43b07e-32e3-4583-9d30-8dc281402a89
797,Tablet,0b5fcabd-2cb7-4040-af95-fac94111f92c
2916,Tablet,0b5fcabd-2cb7-4040-af95-fac94111f92c
280,Desktop,0b82e9d4-307f-4276-934c-a5715ebee349
3788,Laptop,0b82e9d4-307f-4276-934c-a5715ebee349
970,Smart TV,0b96b1e4-5228-4d5f-beb3-fc0c86557611
5089,Tablet,0b96b1e4-5228-4d5f-beb3-fc0c86557611
5441,Desktop,0b96b1e4-5228-4d5f-beb3-fc0c86557611
4467,Laptop,0b96cf7f-3d6c-4279-ac5a-b3a7c0c8c6a5
4867,Smartphone,0b96cf7f-3d6c-4279-ac5a-b3a7c0c8c6a5
908,Tablet,0bae8de9-e391-4648-96a6-462381d786a1
415,Smartphone,0bb94115-40aa-40b4-b799-d95787dce814
1241,Tablet,0bbd51e2-2908-40e4-8d1a-0f4e4b77176f
379,Laptop,0bc199f2-3dd5-418e-864f-959f43085913
4012,Laptop,0bc199f2-3dd5-418e-864f-959f43085913
4021,Tablet,0bc199f2-3dd5-418e-864f-959f43085913
5041,Laptop,0bc199f2-3dd5-418e-864f-959f43085913
2060,Desktop,0bd1badb-a4d6-4b43-88ad-3d80b8e28bd4
798,Desktop,0bff82b3-85f9-4c37-a4eb-a1be0dd7d1c1
4493,Tablet,0bff82b3-85f9-4c37-a4eb-a1be0dd7d1c1
633,Laptop,0c21462c-0b84-4b3c-97e2-388964531b26
1981,Tablet,0c21462c-0b84-4b3c-97e2-388964531b26
5497,Smartphone,0c22790c-7940-454e-b18b-71895f99d645
716,Smart TV,0c270bcd-8a68-42bc-a37e-a24ef801b2c5
338,Smart TV,0c3ac767-67b2-49ee-8d41-fdadb9a7999b
623,Smartphone,0c3ac767-67b2-49ee-8d41-fdadb9a7999b
1449,Smart TV,0c3ac767-67b2-49ee-8d41-fdadb9a7999b
421,Tablet,0c5f7421-4b18-436b-b877-7677c44f17f2
4429,Smart TV,0c5f7421-4b18-436b-b877-7677c44f17f2
5875,Smartphone,0c7becc0-1f70-49ee-b6e3-3dd7462acfd4
2967,Desktop,0c8c949a-80cb-4a7a-ab51-fb007a8db10c
3218,Tablet,0c8c949a-80cb-4a7a-ab51-fb007a8db10c
4616,Smartphone,0c8c949a-80cb-4a7a-ab51-fb007a8db10c
328,Desktop,0ca889a1-11eb-4852-96eb-0ee0e50269d6
2893,Desktop,0ca889a1-11eb-4852-96eb-0ee0e50269d6
5301,Laptop,0cad82bf-00dc-4c8f-aa79-d3f4fd66c475
4235,Smartphone,0cb944d2-952c-4164-8594-9fe8b9733c04
4732,Laptop,0cb944d2-952c-4164-8594-9fe8b9733c04
1987,Smartphone,0cba694c-ab29-40c6-a7e4-06e5b7e8b685
3758,Smartphone,0cba7105-43b7-4e9a-bbca-44da1b6b7217
4165,Laptop,0cba7105-43b7-4e9a-bbca-44da1b6b7217
5310,Smart TV,0cba7105-43b7-4e9a-bbca-44da1b6b7217
1382,Desktop,0cc2d9f7-62a0-43bb-8ba7-2a2711e848f3
3572,Smartphone,0cc2d9f7-62a0-43bb-8ba7-2a2711e848f3
4365,Smartphone,0cc2d9f7-62a0-43bb-8ba7-2a2711e848f3
286,Smart TV,0cd469a7-ab69-4591-bd30-60ec19f3337d
464,Tablet,0cd469a7-ab69-4591-bd30-60ec19f3337d
3210,Smartphone,0cd469a7-ab69-4591-bd30-60ec19f3337d
4883,Tablet,0cd469a7-ab69-4591-bd30-60ec19f3337d
528,Smartphone,0cfb337c-b387-43fa-96e7-b58c599a503d
4624,Smartphone,0cfb337c-b387-43fa-96e7-b58c599a503d
3008,Smartphone,0d0e0543-cd9d-4dc4-a5cb-70f53daa6eef
153,Smart TV,0d267f66-1377-4402-8284-36884841a52e
3865,Smartphone,0d267f66-1377-4402-8284-36884841a52e
2182,Desktop,0d52d422-2e66-4810-a087-e5391906c590
2580,Desktop,0d52d422-2e66-4810-a087-e5391906c590
5991,Smart TV,0d587163-ad4a-4717-a33b-92066e717506
5388,Smartphone,0d58db89-503b-4cc3-b74b-c40882399a40
2866,Laptop,0d5db581-d97c-4f9e-a299-7b7aba85eef7
5870,Smart TV,0d80ce60-9d25-426e-a4c2-1231dce39e24
1048,Desktop,0d87e6da-560f-4287-a4e1-e252425c07fa
2293,Smart TV,0da32046-1f78-414b-a4ce-bc47d3e3f786
3196,Tablet,0da754c2-c729-4b56-90a9-1fbb046e2c49
4907,Laptop,0da754c2-c729-4b56-90a9-1fbb046e2c49
2343,Desktop,0db80b8e-03fc-4c4b-8ca4-88d92aaf97d3
2928,Laptop,0dbb49ae-1a6f-4fa3-909c-7f896b6dc270
3514,Laptop,0e1c66a9-c7b1-4644-bc2f-e336d80ec6dd
2103,Smart TV,0e2a7312-7d7e-4cd9-baef-67d4b5b63248
5665,Tablet,0e2a7312-7d7e-4cd9-baef-67d4b5b63248
3121,Smart TV,0e41a689-fefd-4cb2-9bd6-6333e282eea4
4378,Laptop,0e41a689-fefd-4cb2-9bd6-6333e282eea4
1122,Laptop,0ea84d41-4260-4fb8-8094-557f354dc71d
1416,Smart TV,0ea84d41-4260-4fb8-8094-557f354dc71d
4293,Smartphone,0ea84d41-4260-4fb8-8094-557f354dc71d
672,Smart TV,0eaa8915-6bdd-4163-8285-a04d10d9b1dd
2180,Laptop,0eaa8915-6bdd-4163-8285-a04d10d9b1dd
5869,Desktop,0eaa8915-6bdd-4163-8285-a04d10d9b1dd
5353,Smart TV,0eaf44c8-2e1c-4fba-a8ef-4bfe6802aa94
52,Desktop,0ec22067-1680-4a00-a61d-8584ea4819af
2872,Tablet,0ec22067-1680-4a00-a61d-8584ea4819af
90,Tablet,0ec93cda-56b2-414d-b1bc-3971849c5ac4
319,Smartphone,0ec93cda-56b2-414d-b1bc-3971849c5ac4
527,Desktop,0ec93cda-56b2-414d-b1bc-3971849c5ac4
2857,Tablet,0ec93cda-56b2-414d-b1bc-3971849c5ac4
3667,Laptop,0eea7cf4-bb2c-4a20-b027-608d1b87a82c
138,Desktop,0ef7a0bb-268b-4bbf-96e6-2b26d4feeb3f
5251,Laptop,0f0f1aae-46a2-4fd8-93ec-ac291f241fe9
5252,Smart TV,0f0f1aae-46a2-4fd8-93ec-ac291f241fe9
2819,Smart TV,0f26856b-e203-44c5-8057-51932b166625
3519,Desktop,0f26856b-e203-44c5-8057-51932b166625
2711,Desktop,0f342758-3adf-49a9-b278-df43afa7a2b2
3557,Desktop,0f371e2f-5f12-4f4c-bc50-3e1864bef876
595,Tablet,0f4ff2e2-9cf1-40f3-8b95-f3189aa34206
1574,Tablet,0f4ff2e2-9cf1-40f3-8b95-f3189aa34206
6180,Desktop,0f4ff2e2-9cf1-40f3-8b95-f3189aa34206
2259,Desktop,0f5b4422-a450-4682-b009-92be1cefaceb
2724,Laptop,0f5b4422-a450-4682-b009-92be1cefaceb
6177,Desktop,0f5e9162-8c7a-4dc5-92f0-5e971df4575d
3380,Tablet,0f5e935e-60ec-4a08-97fa-cc453c408a16
3674,Laptop,0f5e935e-60ec-4a08-97fa-cc453c408a16
2831,Smart TV,0f8b6f8b-c324-4cb9-aa16-3fee5811d96a
558,Tablet,0fc1f420-0e9f-498b-96d4-dcb4302199d9
1313,Desktop,0fc1f420-0e9f-498b-96d4-dcb4302199d9
2596,Smart TV,0fc1f420-0e9f-498b-96d4-dcb4302199d9
4597,Desktop,0fc1f420-0e9f-498b-96d4-dcb4302199d9
5709,Laptop,0fc1f420-0e9f-498b-96d4-dcb4302199d9
326,Laptop,0fd9b0a4-e225-45d7-99ba-b403caecbafd
2303,Tablet,0fd9b0a4-e225-45d7-99ba-b403caecbafd
3301,Smartphone,0fddc85a-b03e-48e5-a283-f35416ed5ddf
1670,Desktop,0feddaef-2c23-416a-a405-c303ddb2b805
5387,Tablet,0feddaef-2c23-416a-a405-c303ddb2b805
504,Smart TV,0ff9805a-24c1-44db-ae14-cadf27256702
4995,Laptop,1051e061-b6bb-4de9-83a7-dbb52175f3d1
4711,Desktop,105bf9df-121b-492c-a0c0-4ddc43b18c4e
