User_ID,Session_ID,Session Date,Device_ID,Video_ID,Duration_Watched (minutes),Languages,Location,Playback_Quality,Advertisments
a60bade9-9855-47fb-a6ff-5f0b6df8db8e,1f2a28c1-aca5-4034-bac5-3a8e6666a7a5,7/7/2023,2409,486,30,French,West Jessica,HD,0
79130b73-3e60-4b32-a763-ce107ddc891f,f38c5a12-2e4a-4c9c-9718-e8ff100dc44d,12/8/2022,3899,550,3,Spanish,Reillyview,4K,5
01584a5d-95e9-4133-b0fc-7cc41634761c,ad1811ad-aff0-49ca-9a9e-397901dc73ec,4/3/2023,4788,543,40,Spanish,West Lauren,4K,4
40fc7edc-5f26-47f6-a216-9cfef61b8cb7,23a7e62f-8f0e-4e34-953e-e544e5cd4430,6/24/2024,5110,528,20,German,Rojasmouth,4K,0
3ed7b901-e873-4cc8-9bd0-33dd29f21043,5d98c4f2-d021-45b8-b2fe-4b059f3febe7,9/7/2023,5816,344,83,Chinese,Pughborough,HD,0
bb95fc83-7fce-4264-b81b-81bbacdf74ef,06f94b05-eb1e-476e-9d40-8dd2e2b895d1,12/21/2023,1414,177,96,French,East Darrelltown,SD,0
5302813b-24f2-45da-9d89-f97ec08a55d9,1b198ef5-32da-48cf-b730-c529f095e3fe,2/20/2024,4497,121,105,Chinese,West Dana,SD,0
ac5a848a-e0a1-4836-b85a-3b6c504f4d48,270fa4e4-dc07-4641-83c8-fe06d096208e,7/3/2024,5803,532,98,Chinese,East Wendyport,4K,0
f661cae0-1265-4085-a014-de35d8e8f57b,a03d6bec-4d33-44dd-a410-0e381fd48822,6/28/2023,4902,315,103,French,Brandontown,HD,0
6fe698d5-f248-4c37-8908-105af9a3a96e,3e5cb13d-8c97-42f9-beff-b94f6c3eb024,8/29/2023,3715,10,4,Spanish,New Christinaburgh,SD,0
d518f867-29ab-4eb4-862f-91ea32a26971,ccc3d166-d231-45eb-b063-28316ac63bb7,9/15/2023,479,464,97,German,East Jillianfurt,HD,0
3927b579-6360-4d78-a13c-4f23083c620c,19a7e6c2-50cf-4514-8dd0-6013d9078f84,8/25/2024,772,512,64,French,Port Eric,SD,0
4e3d5129-6ce1-4adf-a387-4b266e908264,6d3762fd-3b1a-496d-b740-896b30675bcf,6/11/2024,4099,251,114,English,New Joseburgh,SD,0
6afe5fb8-fd61-4e05-9b5f-b813e91529d9,d31a5ba1-c573-4fba-a99e-6b479c4a57a3,11/8/2023,835,555,136,Chinese,Lake Garyhaven,SD,0
2372ccc2-6ef7-4b2b-89ea-be10bf277733,d5a850f5-435a-407f-a512-c2d616c8e906,3/21/2023,6110,143,97,English,Johnfurt,HD,4
1186d7dc-bcbf-48f2-b559-74694a7087f9,b72e6129-e853-4805-a90e-2b127e427efa,9/24/2023,5484,202,19,Chinese,Charlesstad,SD,0
a2ea891c-ab05-467f-b2f6-504106793e5e,bf96719d-3a47-4eb2-9bd6-7a74bc6e34fd,6/23/2024,4236,396,39,German,West Grace,4K,0
6e99889d-abbd-40f7-81dd-fedde9465464,88364ce9-fdfa-4107-b0bd-df48c19d8b81,1/4/2024,4190,194,120,German,South Robert,4K,7
70e34069-769f-4044-aa91-d6243a523f7e,148ab57f-299d-421a-94ce-5d5957816543,5/28/2024,5389,518,7,Chinese,East Allison,4K,0
68cdded6-89fa-4690-8d29-69064b5dbe63,e6c15704-7902-4236-8c66-d4013924a216,7/29/2024,2820,349,55,German,Port Courtney,SD,0
14f65c36-3d0c-4596-82c2-4747c516b9e8,33c9d22f-026a-43d0-a9e6-5c6ee53d0db7,11/11/2022,1842,137,92,English,Mcbrideborough,SD,5
b5ba1229-ffcf-4220-8aaa-d417b4a604ca,f658c6ac-0350-4473-941e-089ef7f1619d,7/14/2024,1420,322,26,Chinese,Brownchester,SD,7
040d7a34-f079-47cb-9820-f2e30ebf55b9,0775e983-5b02-47b1-88a3-40d5ae1108ff,2/29/2024,4007,438,22,German,Markhaven,SD,4
119a91a9-e9ab-4818-87fb-9a61fa151b00,27180f3e-f9e0-4e11-b141-1cde51b94a8b,4/9/2023,2362,495,14,Chinese,New Michaelmouth,4K,7
1f1a904d-4262-4a49-b552-3c7d9b5b2cd2,d7bbd7f4-eefb-4c9c-8c4d-228beb7cd874,1/2/2024,4793,274,67,Chinese,West Carlville,SD,0
aa5e25ee-5d75-492c-affa-7f808591405c,932ac364-5d19-41e8-acb9-b981002a66e3,10/4/2022,2704,221,84,Spanish,Port Morganshire,HD,0
3d298373-9ea1-41f0-af83-e51ddbe60262,02833820-c734-4b37-b677-2138a84e3db4,6/1/2023,3931,484,71,German,West Timothyland,4K,0
1f518848-ad9e-450c-ae87-2b1f264a5420,fa6e3fc8-9da0-42aa-a5d8-b72c85bc1bd2,7/29/2024,3996,59,13,French,Shannonfurt,SD,0
79f36fd3-6b41-4075-97b9-7941eebc8efe,abec7fc6-6d50-4e95-92f9-5340cca4b5eb,6/17/2024,4222,344,50,Spanish,Crystalton,4K,0
73bef88f-3efb-466a-8556-c47105d3cd62,9c15a1c2-f8a5-4c95-a07b-33e7ffe1d3a3,4/10/2023,2498,531,10,English,South Maxwell,SD,0
ecda3e3a-9904-4e64-9358-384ea7803311,538338b2-a2b9-4830-acb2-ba758ff75440,12/15/2022,3773,355,126,German,South Sandraside,HD,0
e95a270a-4267-4b3d-af8f-b33da2c7229d,7cd94e8c-5064-4cb0-8202-af892c549034,4/5/2024,5037,311,6,Chinese,West Jason,HD,0
dc34c2bd-9e9f-4a5e-a014-aec05e0087ce,b8235541-3067-4eea-b113-15197a4d7a0d,5/13/2022,71,485,90,Spanish,Lake Danny,4K,0
3d298373-9ea1-41f0-af83-e51ddbe60262,189b2a19-cd3b-43b7-8150-bb44700a9779,12/15/2023,3931,271,111,English,Port Michaelstad,SD,0
57952252-b5be-48fd-b06d-8dea04f72358,3d486fdc-b75e-453b-8684-d4427e1cf9c2,7/8/2024,2121,345,89,German,West Tomside,SD,7
b0a9d4e4-82cf-4302-9e89-689777b0c12a,ad7423b2-5643-4649-94da-141df5bbc3a0,4/12/2024,5554,500,3,English,Murphymouth,SD,0
aa08b476-c42a-4323-8357-a027caaaaca2,21135694-8291-4c14-8113-889dd0d4ab79,8/10/2024,788,20,14,German,West Adamville,HD,0
73fb3c5c-e200-4c5a-8d65-e51ddce98ff1,db82fc0d-18ef-4229-aafc-de7bceee098e,8/12/2023,3698,100,88,Chinese,Port Deniseburgh,4K,7
3897fc33-213b-455a-852a-374d5d2f8707,f19d3200-4408-4281-9bf3-3e4f0893b15a,1/25/2024,5031,358,29,French,Brownfort,4K,4
2fe884b1-3c50-4646-aeb2-b1d4e844923d,246c2a59-c375-49e7-b613-979b06ebe5d3,5/20/2023,3405,546,30,Spanish,Lake Laurietown,SD,0
9d302cb2-b7ef-4774-81e9-8aa0a5219c08,56fac151-302f-4a53-adba-9937e8feb7e8,5/22/2022,1157,563,209,German,Lake Alison,HD,0
959edb2c-f574-4364-aacb-08911ee1f807,868d4e83-d295-420e-9f38-5c69a7be3e67,5/23/2024,2620,249,151,English,Jasonland,SD,5
25411584-a7c1-4467-a7ce-de72e0e7b16d,1f0e6520-6e7c-481c-a7c6-0079897d66ac,2/17/2023,5844,365,32,French,Bellchester,HD,0
67603987-337e-48ca-90ae-36a8bc9f720c,0a42f9f1-d3f5-4869-a892-bfeb2cbd64db,6/21/2024,4773,69,86,German,West Robert,4K,0
9b99cad7-eca0-4f24-875b-b98ca89db462,3d75d632-885e-42d8-9a21-e36a7d24eff3,4/8/2024,5345,130,65,French,Allenberg,HD,0
9dc995da-117f-4798-81fb-13aac45c0c25,faf58abb-e21f-4261-a213-5c0d5f731a83,7/14/2024,3624,279,101,German,Lake Judytown,SD,5
1fa1d4b9-e701-4ee1-b8ce-24d92a293718,64d7bd21-8c60-49aa-9963-7ae59129fb4e,8/7/2023,175,405,1,French,Huertabury,4K,4
6674a8f0-1c40-40cc-a549-f41e9e698b1e,882d6208-0b41-4eba-8823-72fa6a54bdf4,5/15/2024,6103,82,112,German,Port Michael,4K,0
d010aa5d-f749-482a-b8e5-1f23e7bf810b,e853c53c-22f7-4cef-bee0-f1a835c112ce,6/25/2024,3256,197,93,Chinese,New Johnville,HD,0
92080299-298c-463c-911f-3101e8b43d95,d837c4cc-38ed-4a81-b5a6-b8c8bd4a8891,7/30/2024,3073,257,48,Chinese,North Michelle,HD,0
d69170d4-d250-4fed-8c7d-1241d90f2f14,cfc1427c-e6a8-4739-a55f-ca51f9c7f7c3,7/12/2023,5538,559,90,English,Lanceborough,4K,0
5c269be5-3848-4269-8ec3-0443454f5954,e7f6f3f1-4bf4-4a1b-af49-e2f667fe4fc6,6/6/2024,4766,101,40,Spanish,New Evanstad,4K,0
b2b24e24-688a-47fd-9d58-b0a584926189,d526093e-f7cc-44ef-baa7-fe5f86f48638,8/30/2024,4120,139,41,German,Parkertown,SD,8
82cfe5a7-ef6a-41fd-b439-4e356c75f541,7f2258d1-c955-422c-8090-55990dbcc749,10/10/2023,225,379,101,Chinese,Lorifort,4K,0
407b2161-1149-47ac-b247-e8d52451ed43,b3bd58dd-c099-4c17-83a6-24745d6083f2,4/3/2022,2839,230,40,Chinese,Rosshaven,SD,6
88c371ce-a682-4b22-904e-74275a5fe2ab,3d0b782b-6aba-48b7-a83b-20b69db11ccb,7/12/2023,3392,325,69,English,Stokeschester,4K,0
f3152279-622e-49f5-862d-624b4a7cde2e,ebadbc9c-ad02-4f11-9934-7757cad16641,2/23/2023,158,63,72,German,Clarkshire,HD,0
636a4308-f3c1-4351-add9-98164873955f,b562f1bb-4a83-470a-8976-5edd0691848a,4/3/2024,3191,497,140,German,New Dawn,4K,0
4688b19d-dd21-4eae-a808-e69b41514f92,b7189eac-6498-4ae2-b5ed-bb14e7daf3de,11/30/2023,358,196,148,English,North Johnmouth,SD,0
2fe884b1-3c50-4646-aeb2-b1d4e844923d,1c896d44-0b74-4dc7-a117-90cdb938bbd1,12/29/2023,3405,35,46,Spanish,North Felicia,SD,0
6a75ccd0-ced3-462d-8a04-8e76db8c6694,f04fc1c2-e754-42f1-91fb-8e2eaaba2584,6/7/2024,4671,129,65,English,Rileytown,HD,0
decbf6ee-d465-43e3-9048-6b219b6dc26c,7fdd5106-9e79-49b3-a554-5d96da466d9f,7/2/2024,5885,570,89,German,Carrfurt,HD,0
031395ef-1d9e-434a-a085-d7bf024a2f9a,78b94150-c0c9-48c5-8939-9631110d0f25,5/18/2023,1244,464,97,French,Port Meaganchester,4K,0
514a7db8-e530-4d01-9e74-65d09322e836,1fe7007e-1375-4866-849e-37dd17a2103f,2/12/2024,303,5,63,German,North Jasonchester,4K,0
d600dc40-409f-4b25-a415-ec45e6442e80,7697e286-7af9-40e3-8483-6710ffc55bcd,1/16/2024,3682,194,120,German,Andersonport,HD,0
f1a326e0-b0ba-4940-88ab-995ae6e5ba6e,9e6f5b10-e192-478d-b3fa-5d6275f58711,11/19/2022,5851,160,90,Spanish,Whiteheadbury,SD,0
9c79ca85-9721-466d-85d7-fbfa34806b20,d07f885b-339a-4241-9043-470ccff91f6a,7/11/2023,5537,490,61,English,West Matthew,SD,0
e2ccdae7-184f-4b07-a175-141e30288e30,ff76fb24-ee40-4802-b089-bbf288baf6f0,9/29/2022,4994,296,88,English,Matthewhaven,SD,0
26a5a9ed-de19-4419-bb16-de99ea81c9eb,fc2a2772-59b0-4fac-9288-68662fe627c1,8/16/2024,6093,455,47,Spanish,Josephville,HD,0
a373c335-1c4d-4f95-8228-46500ab8b6b9,9343d654-d2dd-4f4d-a196-4dd1a39db86b,7/25/2024,5414,293,12,Chinese,Middletonton,HD,0
f4c6e580-cb35-4ab0-83a7-f2e7fab12c26,4ad60ee2-5bc6-4e69-9aab-548319659abb,10/23/2022,4643,267,129,Spanish,West Coreyton,HD,0
eecb4a2b-429b-45c4-98fa-390dfc2d8d7d,dc91da8f-f920-4ec5-a378-771aba305809,1/3/2023,2950,22,25,Chinese,Jamesmouth,SD,8
c9640d6e-6453-4b44-82c8-9a3eb31bfcc2,1ac5278c-12ca-4716-b70c-c80acfe19c1c,12/10/2022,5791,294,67,Chinese,North Williamfurt,SD,0
c35785ed-4136-4b3d-b540-8dedbf36dbd7,9178a6ce-cc71-40ab-82c5-909ffeb0117a,6/18/2024,2808,252,90,French,Michaelborough,4K,0
62048a20-fe31-423f-8ade-074cdef55e98,78434959-3276-4230-b1ef-3c0a52135bdf,9/30/2023,2728,328,21,French,North Philip,4K,0
17b5fac6-b479-4d29-89ed-330833d12dce,38d5ac2a-7004-4c71-aedf-fde75eda740a,12/5/2023,5443,85,116,English,Lake Cherylfurt,4K,0
431de44d-6567-477a-b10a-4236fcfc17b4,41b1dbfd-6884-4e8b-905d-f079478a0a6d,4/1/2023,162,506,87,German,South Tinaville,HD,7
9bd4ab87-10aa-4ac3-b5ec-6274f2f0e0d6,b2b8444a-23b3-4e11-8280-60151ddc399d,7/5/2024,1561,204,53,Spanish,Lake Amyport,HD,6
a3dce58c-3b8e-4433-8048-89c5e5394afb,cdb5b672-97ea-4a2b-aa74-a6106f42395c,1/8/2024,5517,44,63,French,West Ryan,SD,6
71618106-bca2-43ba-a5bd-9b9b8cc8ff3c,05aac8a5-188b-4a87-bfc8-170b7dc04cbc,7/19/2024,3305,345,91,Spanish,New Ralph,HD,0
295dc610-0ad9-4af9-86c5-4dc45d3f5072,95502d92-3447-4b24-8819-1c169faae8e6,8/15/2024,5585,139,94,Chinese,Collierland,HD,5
21be95d9-7b80-463c-9382-fe95a6fd75bc,91f83e2a-e8d4-44d6-ac0c-6a3c70cbc80f,4/2/2024,2638,267,129,French,West Seanland,HD,0
00de2aa5-b676-4f91-88ba-1c57af66d87b,22873ced-7c9d-46d1-a615-33716cc6f267,1/6/2024,1804,152,94,German,Elizabethport,SD,0
a55c0c37-f69e-4956-b9bb-88f73dea7668,1b3fc96a-b31c-49ce-ba36-9803c74fd29c,8/12/2024,3361,161,21,Spanish,Lake Bruce,SD,8
3237a922-3260-4f56-955c-a316fc328f1c,b3e8107a-4b21-452f-aa19-eefe5311b82a,9/28/2023,4519,29,107,Chinese,Lindsayshire,SD,0
1683c81a-a73c-4cdd-b7f7-7a663f50c153,4ef43d40-02a9-40fc-b33e-cb05a9aa26f6,1/7/2024,518,573,100,German,Jeffreyview,4K,0
9c40d6b1-f99e-4a6f-9419-253c34c9e314,a3020e57-e001-42f1-a299-ac38e29b3b62,5/15/2023,3401,518,132,German,North Craigport,SD,0
