User_ID,created_date,canceled_date,subscription_cost,subscription_interval,was_subscription_paid,Subscription_Status
7312a761-7753-4ccd-9298-8630f36cbcff,4/17/2024,,$120.00,Yearly,TRUE,Premium
407911ee-f9a5-4fe4-a0a5-2a49b3cd8d5f,8/23/2022,,$120.00,Yearly,TRUE,Premium
b90a0d55-0762-4f2e-aa32-8ffdf3692f50,7/15/2022,,$0.00,,FALSE,Freemium
3ef39223-d8d2-4677-b80b-4b27aa9bee8d,8/8/2023,8/23/2023,$0.00,,FALSE,Freemium
78d2b79b-2d73-48f1-94ac-6ec417a7b963,11/20/2023,5/27/2024,$15.00,Monthly,TRUE,Premium
65b8a4b1-eb9b-48d8-957d-1e96ad81f984,3/5/2023,,$0.00,,FALSE,Freemium
be093016-88c4-4006-a7f1-35231e930ea6,3/10/2022,4/6/2022,$0.00,,FALSE,Freemium
a84484f5-bc08-47d6-8120-99c76b14da3e,7/18/2023,9/15/2023,$120.00,Yearly,TRUE,Premium
e4487fa5-29eb-4b6a-89f9-72ae7a8a4b9e,2/5/2024,8/1/2024,$0.00,,FALSE,Freemium
e36081e0-edc1-4729-a7bd-8eca3ba0ca9c,12/6/2023,2/7/2024,$0.00,,FALSE,Freemium
11897f3c-658c-4c84-8831-2b76aff58a06,10/29/2022,,$120.00,Yearly,TRUE,Premium
64e7b633-4246-4d90-b380-d048b42d7e71,9/11/2022,,$0.00,,FALSE,Freemium
45a89081-9831-481d-81df-364c2ffe08db,10/25/2022,6/27/2023,$120.00,Yearly,TRUE,Premium
a74b6bde-5839-41f4-8892-7c28efbc3121,5/13/2022,5/26/2022,$0.00,,FALSE,Freemium
6883be0c-cf53-4675-ba0c-153f9c062d51,1/4/2023,,$15.00,Monthly,TRUE,Premium
9d1d9998-a442-4234-9c4c-ab52c08b311b,4/23/2024,5/1/2024,$120.00,Yearly,TRUE,Premium
126c28c2-746a-4ee2-b313-83f62e30273c,7/15/2023,2/6/2024,$0.00,,FALSE,Freemium
cbc31ff7-df68-44e1-82e5-6f3cfde2f9c9,5/12/2023,,$15.00,Monthly,TRUE,Premium
712df1e5-99e1-4e8a-8332-a6b98d6605e1,5/23/2023,,$120.00,Yearly,TRUE,Premium
8b25484f-7131-4c06-97d1-b28956323ee4,7/13/2024,8/13/2024,$15.00,Monthly,TRUE,Premium
97d9fdf4-49fc-49a3-a9a1-a10a050fd443,8/3/2022,6/24/2024,$0.00,,FALSE,Freemium
14abe0ec-940b-4bd3-b070-dd88372f7eed,10/7/2023,,$15.00,Monthly,TRUE,Premium
497c4301-6b17-429d-9e6f-16dd74cb3f8b,4/9/2023,6/7/2024,$0.00,,FALSE,Freemium
2dd8157a-0401-4123-ad59-bdbbb135f9cb,10/24/2023,,$15.00,Monthly,TRUE,Premium
6afe5fb8-fd61-4e05-9b5f-b813e91529d9,7/1/2023,,$120.00,Yearly,TRUE,Premium
91556403-edcf-4347-a38e-8e14fb57fd79,8/5/2023,,$0.00,,FALSE,Freemium
58e6cb9c-db1a-4301-b0dc-0b7c16355bc2,8/28/2023,10/26/2023,$0.00,,FALSE,Freemium
fa456dc3-760a-47da-933a-66f0803e2108,2/18/2022,2/24/2024,$15.00,Monthly,TRUE,Premium
5ac51d32-b429-4ea6-baf4-681949c2b0cd,2/25/2023,,$0.00,,FALSE,Freemium
df0410d9-4b09-44b4-ad75-192dd1698320,7/24/2023,7/15/2024,$15.00,Monthly,TRUE,Premium
73614bb2-4a02-4dd5-88d5-2ca9e7f0008a,1/23/2022,4/11/2024,$0.00,,FALSE,Freemium
eaa0e7d4-f48c-4218-8918-998391c80e82,5/17/2022,,$0.00,,FALSE,Freemium
c93302a3-62f0-459b-87f3-7b2aa98fb368,5/2/2024,5/9/2024,$0.00,,FALSE,Freemium
f227a6a4-09c9-431f-8696-99258ee7264e,1/8/2024,3/8/2024,$15.00,Monthly,TRUE,Premium
8999b8c1-6188-4ccb-b2e7-f2a0786ca909,5/4/2022,1/27/2023,$0.00,,FALSE,Freemium
eb72044e-b7e2-4a64-82a0-e1a9f65575ac,6/7/2023,9/30/2023,$15.00,Monthly,TRUE,Premium
a32ceedf-9b68-452c-a3d1-514220f9f03a,10/2/2023,1/19/2024,$120.00,Yearly,TRUE,Premium
4a6107fa-2e8a-49b1-8898-00a2402db813,11/18/2022,7/6/2024,$15.00,Monthly,TRUE,Premium
1282cfa5-4e0a-44a8-888a-f458f08d38d9,5/11/2024,8/2/2024,$15.00,Monthly,TRUE,Premium
a632dca5-b486-4232-bb85-d7d70a86ad4c,5/28/2022,6/27/2022,$120.00,Yearly,TRUE,Premium
88de901d-1b0a-40ca-8c70-a18ba4026294,7/5/2023,6/3/2024,$15.00,Monthly,TRUE,Premium
9721a147-b246-46de-aa1a-33f0ccf21319,8/27/2023,7/11/2024,$15.00,Monthly,TRUE,Premium
7982e927-579f-462a-8f64-4488f5171ecc,8/29/2022,,$15.00,Monthly,TRUE,Premium
e6bd2151-37c2-4131-af2c-6f7a9b992c8b,8/6/2024,,$15.00,Monthly,TRUE,Premium
c0343328-0602-4971-8804-1ba9b6b9173c,1/26/2024,7/16/2024,$120.00,Yearly,TRUE,Premium
0d5db581-d97c-4f9e-a299-7b7aba85eef7,2/7/2024,3/1/2024,$15.00,Monthly,TRUE,Premium
e33304a8-d8a9-4009-a430-62a4bb6c38ac,2/28/2024,6/4/2024,$0.00,,FALSE,Freemium
33fc105a-53d9-4652-88d3-50e5367cf66a,12/20/2023,,$0.00,,FALSE,Freemium
dbff57d3-b413-497a-b1ae-28b3df325ca2,12/1/2022,8/3/2023,$15.00,Monthly,TRUE,Premium
19810b38-7a60-4275-ace7-674524498de4,9/19/2023,11/28/2023,$0.00,,FALSE,Freemium
f05209e9-5ce5-40c4-99d3-26ce460bb5b4,9/26/2022,7/19/2023,$15.00,Monthly,TRUE,Premium
1187cf41-f033-496a-88b3-bc10855faa06,4/11/2022,,$0.00,,FALSE,Freemium
211048d3-1e76-4077-be11-03e111ea6f0a,3/27/2022,3/2/2024,$0.00,,FALSE,Freemium
41af35c0-b6cb-44fc-a2d2-3749c648848c,5/20/2024,7/13/2024,$120.00,Yearly,TRUE,Premium
b52c08e4-a48b-4911-b505-294ed32534ec,6/26/2022,,$15.00,Monthly,TRUE,Premium
079178e1-86e7-4568-ba0f-9f0c240517ae,11/12/2023,5/5/2024,$120.00,Yearly,TRUE,Premium
d25870d2-e671-41a4-a0b2-66a91acc2732,10/16/2023,,$0.00,,FALSE,Freemium
ee580347-58ee-4b3a-883c-155a9296ff08,7/12/2024,8/5/2024,$0.00,,FALSE,Freemium
f936a27f-8f57-4700-98fa-ecb29d70ee96,7/7/2024,,$0.00,,FALSE,Freemium
c9640d6e-6453-4b44-82c8-9a3eb31bfcc2,10/15/2022,1/18/2023,$15.00,Monthly,TRUE,Premium
af3b13e8-ea8a-4ea3-90df-ac78a6f39524,11/14/2023,1/27/2024,$120.00,Yearly,TRUE,Premium
6ef7a3ed-2a8f-44d2-8f5a-dcd21a1876cd,1/12/2024,,$0.00,,FALSE,Freemium
dc3a3246-6605-4f3d-b1d1-f40c8d78438a,5/21/2024,6/11/2024,$0.00,,FALSE,Freemium
24d991a7-b675-4d6d-8ec5-12c5defd4da9,4/8/2023,,$0.00,,FALSE,Freemium
8ce21e14-2021-4c39-897e-573294a5fe56,3/18/2022,,$120.00,Yearly,TRUE,Premium
42a80ecc-69f3-415c-8d04-f01f578c032a,7/24/2022,,$15.00,Monthly,TRUE,Premium
9c1daed2-3eed-4b9b-a05c-f5fed23e90c6,2/23/2023,5/2/2024,$15.00,Monthly,TRUE,Premium
70e40849-36e7-44e3-adbf-4b78673c4f6c,12/15/2022,1/7/2024,$15.00,Monthly,TRUE,Premium
52c1338c-6f51-48fb-8c79-5479e8991722,7/27/2023,,$0.00,,FALSE,Freemium
199e9095-cf3b-4ed1-b875-59356ee6588c,7/20/2022,3/17/2024,$120.00,Yearly,TRUE,Premium
413cb438-1d72-495e-9ac4-b89e611a8ab3,1/7/2024,6/17/2024,$120.00,Yearly,TRUE,Premium
5cb241d4-7247-4539-a05c-660f0fcde4f6,12/15/2022,,$0.00,,FALSE,Freemium
9dc995da-117f-4798-81fb-13aac45c0c25,7/4/2024,7/23/2024,$0.00,,FALSE,Freemium
923c2072-36eb-4325-b197-405998b12ce2,3/16/2022,,$0.00,,FALSE,Freemium
605c50d3-ab7b-4119-bf71-f1bdbb6ba6e5,2/23/2022,3/11/2024,$120.00,Yearly,TRUE,Premium
8664d9c6-58ed-4f85-bf98-66c1ddf1d761,4/28/2023,10/13/2023,$0.00,,FALSE,Freemium
d1a73bee-b38c-4a96-b0aa-ee2b7eef0a6f,5/26/2022,,$15.00,Monthly,TRUE,Premium
a58bf1ba-9637-49e4-9ebe-de62f02f307e,12/13/2023,7/8/2024,$15.00,Monthly,TRUE,Premium
4543dc92-8858-449c-a7a2-c0bc462e9e4f,1/19/2022,3/3/2024,$120.00,Yearly,TRUE,Premium
f83df534-e8e7-45e6-99e9-819f2c5196d6,3/12/2023,10/24/2023,$15.00,Monthly,TRUE,Premium
6406149f-d68a-4a53-9df8-c2385083577a,2/26/2022,,$15.00,Monthly,TRUE,Premium
7c78bda7-5990-4338-8886-cf872b5250c3,2/27/2024,4/3/2024,$0.00,,FALSE,Freemium
dfea5ed2-885f-49bc-ab6c-5da090dd06f7,4/24/2024,6/11/2024,$15.00,Monthly,TRUE,Premium
27e75fe7-1712-4358-9091-9f8edf7a755b,2/27/2023,12/11/2023,$0.00,,FALSE,Freemium
04d9844a-3be3-4d1d-8bbf-f2fff59a32bb,10/16/2022,3/30/2024,$15.00,Monthly,TRUE,Premium
ecda3e3a-9904-4e64-9358-384ea7803311,10/24/2022,,$120.00,Yearly,TRUE,Premium
9acc05d1-32d4-4f07-913e-b668a08ee2ef,5/27/2024,7/6/2024,$120.00,Yearly,TRUE,Premium
58953cd2-0db4-4225-8bfa-9bb584df5552,1/1/2022,,$15.00,Monthly,TRUE,Premium
f518058a-aad2-4505-b9c5-9f0d704b75e4,3/11/2024,,$120.00,Yearly,TRUE,Premium
7c97af3e-d36e-468b-8056-85311bcf1600,4/13/2022,,$120.00,Yearly,TRUE,Premium
1086cb5d-49ab-4291-8b4c-dff2fb870f1a,8/27/2023,,$15.00,Monthly,TRUE,Premium
39a9d454-3fdb-4b50-812c-203021655419,7/28/2024,8/22/2024,$0.00,,FALSE,Freemium
673a425b-636a-4153-a7d0-f5b1445b2c59,12/19/2022,8/1/2023,$120.00,Yearly,TRUE,Premium
13c9e5ec-0d67-40bf-9808-a677f2dfb4f6,6/16/2023,,$120.00,Yearly,TRUE,Premium
5aa19ca6-d03f-4786-8b35-432bf83f0f12,7/16/2022,,$120.00,Yearly,TRUE,Premium
5df10b21-b453-493e-a963-255a8f99a6ce,3/10/2022,,$0.00,,FALSE,Freemium
29c56d33-a966-45f8-bc8f-5fa221768990,2/1/2024,4/13/2024,$120.00,Yearly,TRUE,Premium
c02c4626-1c89-4491-a8ad-7e93cb459883,11/14/2022,7/12/2024,$15.00,Monthly,TRUE,Premium
20d9414e-ef08-4c73-9241-85ff72dbb02f,5/12/2024,,$15.00,Monthly,TRUE,Premium
a46e3e93-0154-475a-b949-97effb0b15da,3/18/2023,,$120.00,Yearly,TRUE,Premium
7d2e353e-7377-4ac7-9160-daaa9cff0ebc,2/5/2023,8/13/2023,$0.00,,FALSE,Freemium
72d2439c-939b-4bfd-a720-620fc72a0b8f,3/30/2022,9/4/2023,$120.00,Yearly,TRUE,Premium
947841aa-f021-47ec-8fd6-7abbc40b08a5,2/8/2023,,$0.00,,FALSE,Freemium
0cb944d2-952c-4164-8594-9fe8b9733c04,7/3/2023,7/20/2023,$0.00,,FALSE,Freemium
b6d2775d-afe9-4bf8-8b1f-50e32c7f28ad,4/28/2024,8/31/2024,$0.00,,FALSE,Freemium
9c79ca85-9721-466d-85d7-fbfa34806b20,6/22/2023,7/20/2023,$15.00,Monthly,TRUE,Premium
dbc05e4b-34e4-47b0-a998-266b05c02a8f,10/3/2022,,$120.00,Yearly,TRUE,Premium
1fc7bf9d-0bbd-4bc1-ae23-5fabba061f6e,3/1/2022,9/26/2022,$15.00,Monthly,TRUE,Premium
30bb729a-ef95-4c0c-9568-cbeab0d1fa32,12/13/2023,1/26/2024,$15.00,Monthly,TRUE,Premium
76d83566-367c-4ce7-87b0-2cdb3bdfb960,9/30/2022,2/14/2023,$0.00,,FALSE,Freemium
4b038aeb-bd3b-4f76-bee1-ffd35691eda7,5/8/2024,,$120.00,Yearly,TRUE,Premium
ec98097a-7483-429d-8b70-2ae3532cf27b,5/4/2022,,$15.00,Monthly,TRUE,Premium
030e481d-819f-4789-9625-3c6e9083ecd4,10/29/2023,1/1/2024,$15.00,Monthly,TRUE,Premium
790001c6-0d21-4767-83ce-fa801b5e39cf,7/26/2022,,$120.00,Yearly,TRUE,Premium
c73d397a-7fc5-44d0-a945-e84f4b7a4dda,3/9/2022,4/4/2023,$0.00,,FALSE,Freemium
d6289ec1-f63d-4d69-a58a-c99a54308bcf,11/20/2023,,$120.00,Yearly,TRUE,Premium
6eab37c4-5c62-4db6-85b1-a0a059e82473,6/18/2023,,$120.00,Yearly,TRUE,Premium
2c326439-1b21-4c92-bcb0-ca01a3fda7e3,3/22/2023,4/18/2024,$15.00,Monthly,TRUE,Premium
bd6470b0-949c-4752-8853-ed22cf1bbd87,6/20/2024,7/15/2024,$120.00,Yearly,TRUE,Premium
ef2394b8-236b-47cb-85df-5086be8a9dd0,5/18/2023,,$15.00,Monthly,TRUE,Premium
f341ce66-2ab7-4807-b735-5f5f0cc4078a,4/8/2023,,$0.00,,FALSE,Freemium
26217b12-7a70-43f8-9276-03a4cea802ab,7/29/2022,12/1/2023,$0.00,,FALSE,Freemium
3eb63e9d-f71e-462c-9f1d-35c64cad4d05,7/3/2023,,$120.00,Yearly,TRUE,Premium
88824e81-b318-432d-89da-a2a7ef356482,2/6/2022,,$15.00,Monthly,TRUE,Premium
486a6e7f-ce20-40d6-8a63-76b203754f32,10/25/2022,,$15.00,Monthly,TRUE,Premium
5fefda51-629b-4e82-a7eb-2bbb69c7583f,4/23/2023,6/9/2024,$120.00,Yearly,TRUE,Premium
78f4537c-89d0-4d97-bc7f-762201b572ba,1/22/2022,6/7/2024,$15.00,Monthly,TRUE,Premium
90dc84a2-251e-4e25-a2b7-5bd126aaf98b,10/15/2022,4/29/2023,$120.00,Yearly,TRUE,Premium
bab4833c-6c41-410d-8ce7-44eed3a9101c,3/10/2024,,$120.00,Yearly,TRUE,Premium
ebc69ee4-18d8-48aa-b3ab-b9909369bf37,2/25/2024,,$120.00,Yearly,TRUE,Premium
e5036ed7-497f-4782-b2f8-bdb83ea332f8,6/7/2022,7/2/2024,$0.00,,FALSE,Freemium
7ca1027b-9e8b-4d95-ba6f-d2e6d1fcbbc4,7/4/2024,,$15.00,Monthly,TRUE,Premium
cec7691d-18e3-4513-be06-bd0990899f45,1/4/2022,,$120.00,Yearly,TRUE,Premium
bb3f754f-de75-44c8-80d9-6ee6d1396a02,11/12/2022,,$0.00,,FALSE,Freemium
a8f8aa46-9519-4781-b78f-07b2131a09d2,1/28/2023,,$120.00,Yearly,TRUE,Premium
e416219e-00ff-4d2e-a86c-21d4f81949ab,3/21/2022,6/19/2023,$0.00,,FALSE,Freemium
2f817cc7-dc84-4e26-a2fe-42abb5027d1a,4/19/2022,5/8/2022,$15.00,Monthly,TRUE,Premium
4283f31d-8e5d-478d-8363-bff696b05a3e,8/2/2023,,$120.00,Yearly,TRUE,Premium
41131585-5c8c-4935-9e65-185ab5cf354e,6/27/2024,,$15.00,Monthly,TRUE,Premium
4f41c85e-22ad-4b3f-a709-76d3b1695471,11/14/2022,3/31/2024,$120.00,Yearly,TRUE,Premium
2cf257d0-c5e2-4671-9820-044efca8f916,3/14/2023,1/12/2024,$0.00,,FALSE,Freemium
a7ebadcc-2969-455a-9bf0-d306bd32d570,10/12/2023,,$120.00,Yearly,TRUE,Premium
8acd7493-a8f1-4315-9a17-9138c53608c0,10/27/2023,,$15.00,Monthly,TRUE,Premium
93e56059-2ba7-4bf1-a4cb-499282246df8,10/10/2023,,$120.00,Yearly,TRUE,Premium
1427bee8-240d-4e67-b725-e96d016348b1,10/30/2022,4/4/2023,$0.00,,FALSE,Freemium
36328f81-0955-40db-8277-829bfc05a34d,4/2/2023,,$0.00,,FALSE,Freemium
d9420f0c-6e04-4c48-9d55-4a8ea4f4984e,8/29/2024,8/29/2024,$0.00,,FALSE,Freemium
28a77e2e-bd66-4809-af52-a76943d65f21,9/15/2022,11/6/2023,$15.00,Monthly,TRUE,Premium
170d32b0-b068-4293-bac8-f990aa7db681,2/20/2023,9/3/2023,$0.00,,FALSE,Freemium
8abc54fd-5885-48e7-a9a5-ce5fa66eb51f,4/25/2022,,$0.00,,FALSE,Freemium
66b0b9a7-e70c-4dfc-921f-1b2449686107,1/17/2023,2/28/2024,$0.00,,FALSE,Freemium
f76e2010-237a-46ca-bb76-382c7f360db4,10/26/2023,1/29/2024,$120.00,Yearly,TRUE,Premium
aa89c328-a2fd-4414-81de-c5c63f68b5bb,9/2/2023,,$0.00,,FALSE,Freemium
3d8d4d1b-653f-45aa-8c84-d51393f8e40c,12/11/2022,5/11/2024,$120.00,Yearly,TRUE,Premium
e7d281e6-901d-4f50-8fc4-56acce779dd1,8/21/2022,8/30/2023,$120.00,Yearly,TRUE,Premium
03f22469-a456-4db6-b4f1-5dbd27a01046,10/27/2023,,$15.00,Monthly,TRUE,Premium
c0e63c56-8cf5-409d-a339-02a0041074b4,5/4/2022,10/8/2022,$15.00,Monthly,TRUE,Premium
98f72fad-6f9c-45c3-a39c-d0dc59209466,12/11/2022,3/5/2024,$0.00,,FALSE,Freemium
3defdd83-e77b-4b7c-ab74-586cda7738a6,5/25/2023,,$0.00,,FALSE,Freemium
c7785a2c-d49e-46f6-b2e6-93291730fa72,12/22/2023,2/29/2024,$15.00,Monthly,TRUE,Premium
c9398059-b97f-4473-b289-267653958767,3/4/2022,,$15.00,Monthly,TRUE,Premium
7ab6d13d-ac22-4061-896b-e13883c7a9a0,1/10/2022,5/18/2022,$0.00,,FALSE,Freemium
f86870f7-8f08-42d2-8217-4443203187df,1/25/2022,4/28/2022,$15.00,Monthly,TRUE,Premium
9c8232d1-c89d-4ae4-90b1-5671a2cec004,6/20/2022,3/18/2023,$120.00,Yearly,TRUE,Premium
f4f4a5b9-a7aa-49b5-8ec3-d09b1b987276,12/13/2022,5/7/2023,$15.00,Monthly,TRUE,Premium
0cc2d9f7-62a0-43bb-8ba7-2a2711e848f3,6/6/2022,1/18/2024,$15.00,Monthly,TRUE,Premium
b0dae10d-bb83-4029-b53d-5e1d6c8f86e8,3/8/2023,2/3/2024,$0.00,,FALSE,Freemium
272dce26-7e8a-4524-94d7-aa3cca159ee6,4/23/2022,,$15.00,Monthly,TRUE,Premium
e4088293-fb8b-43bf-bb08-e4b8710fc00f,1/13/2022,,$120.00,Yearly,TRUE,Premium
ff053317-a63c-4cd1-bf25-0283af5394b8,12/1/2022,,$15.00,Monthly,TRUE,Premium
2afeef63-6cb8-4d1e-8139-f4768369501b,7/29/2024,,$120.00,Yearly,TRUE,Premium
ae0c6fd5-69ea-4cda-8748-60b7fcb9283a,11/17/2023,2/15/2024,$0.00,,FALSE,Freemium
18230412-738a-4cbb-ac04-141f4a7b6538,11/30/2022,,$0.00,,FALSE,Freemium
d6ff16a7-5841-4d99-9590-2c454533bde9,3/7/2023,2/17/2024,$120.00,Yearly,TRUE,Premium
4366f528-ab2c-4c98-880d-f77d2df090db,2/14/2024,6/22/2024,$120.00,Yearly,TRUE,Premium
8952daa0-3d4e-4103-9b9f-c24ace421415,3/5/2023,5/19/2023,$0.00,,FALSE,Freemium
3128e6d8-8845-47e2-b7f8-44c6ac557acf,9/22/2022,,$0.00,,FALSE,Freemium
c674d11b-ce6e-4234-ae23-73afaf0b299c,6/18/2024,6/28/2024,$15.00,Monthly,TRUE,Premium
374e4ff9-bb33-498f-a9b5-2aa56e9a3541,6/20/2024,,$15.00,Monthly,TRUE,Premium
3b45b2d1-cb81-4bd5-98d5-58fa9d788bc3,6/21/2022,,$15.00,Monthly,TRUE,Premium
267373a5-bdfb-4969-a5c0-258a5789b5cf,6/26/2022,,$15.00,Monthly,TRUE,Premium
2b6e8e71-8ba3-4031-8399-d1ed3a8ad74f,4/25/2023,8/8/2023,$0.00,,FALSE,Freemium
8fbda046-2a60-4ba5-9685-88997865f12f,9/8/2022,,$15.00,Monthly,TRUE,Premium
5b2ec041-6269-487f-a60a-7001626e2b0f,1/1/2022,,$0.00,,FALSE,Freemium
4beccb49-7bb3-489b-81b4-03591889361b,8/24/2022,4/2/2023,$0.00,,FALSE,Freemium
a108e8aa-f23c-4652-8e25-120836ee546d,10/11/2023,7/16/2024,$15.00,Monthly,TRUE,Premium
7ee621fa-9177-4bee-9f73-aa60d3b3b807,2/21/2024,,$0.00,,FALSE,Freemium
84d0de0c-0755-444f-ade7-c39aefae73a7,7/17/2022,,$0.00,,FALSE,Freemium
bace5282-f69e-482d-a342-6cfe6d24082d,8/9/2022,,$15.00,Monthly,TRUE,Premium
98b1a818-eca4-491b-918a-7296d790667b,5/21/2022,10/12/2023,$0.00,,FALSE,Freemium
8c4f538d-f92f-4e76-93e0-ea03563ba7d9,9/12/2022,5/29/2023,$15.00,Monthly,TRUE,Premium
1dad0d72-5b2f-4c4b-9816-6af4e4eab8ed,7/15/2023,3/25/2024,$15.00,Monthly,TRUE,Premium
2fad66f5-91fb-4919-b6c9-0105f6fd908d,6/5/2022,1/10/2023,$120.00,Yearly,TRUE,Premium
8a514bb2-b7de-4595-bdcf-b3e135ab99be,6/3/2024,,$0.00,,FALSE,Freemium
a55733d3-645b-4c3c-baf0-8ab55f607f20,2/1/2024,,$15.00,Monthly,TRUE,Premium
09e42fa6-3ba1-4b55-b58a-13f137fe478d,6/4/2023,4/1/2024,$120.00,Yearly,TRUE,Premium
b216e62d-229c-4cb1-90c1-da47dde56d2d,8/11/2024,,$15.00,Monthly,TRUE,Premium
f76bf197-9740-4cd2-a4e0-0d81dc02ebba,8/27/2023,11/27/2023,$0.00,,FALSE,Freemium
7216f636-5271-473a-9ca2-206073db658b,2/4/2022,11/5/2022,$15.00,Monthly,TRUE,Premium
67603987-337e-48ca-90ae-36a8bc9f720c,6/17/2024,6/30/2024,$15.00,Monthly,TRUE,Premium
9a454a1a-69bc-4475-8b92-6ff148ed0781,7/20/2023,,$15.00,Monthly,TRUE,Premium
bb95fc83-7fce-4264-b81b-81bbacdf74ef,10/13/2022,,$120.00,Yearly,TRUE,Premium
76d8a180-524e-4c4c-b48b-1e78277b80af,3/13/2022,7/6/2024,$0.00,,FALSE,Freemium
ad1fd079-1dbb-47f4-a562-7bcdf276f038,7/11/2024,,$120.00,Yearly,TRUE,Premium
b8ae9757-ea25-4fae-935a-674708034f75,9/10/2022,,$120.00,Yearly,TRUE,Premium
54f5bf64-91ea-4099-b85f-1eea04642a8f,5/19/2022,10/14/2022,$15.00,Monthly,TRUE,Premium
b0e1fab9-f44e-49f3-95c7-fc75b2673b41,8/4/2023,,$0.00,,FALSE,Freemium
641ad803-3321-443b-b6d3-dc4971b5aa83,11/10/2022,,$120.00,Yearly,TRUE,Premium
9cbc671b-76a9-42f1-ad1c-883758b119a5,5/25/2023,7/1/2023,$120.00,Yearly,TRUE,Premium
27fbc5af-5779-451e-bf3b-9fd12066355b,7/27/2022,,$15.00,Monthly,TRUE,Premium
4be81eda-1e81-46c8-916e-35a63ef7f144,12/23/2022,1/10/2024,$120.00,Yearly,TRUE,Premium
054d21a6-71a7-4e2a-a889-da61fab29c12,9/2/2023,6/29/2024,$120.00,Yearly,TRUE,Premium
